id,first_name,last_name,gender,birth_date,age,email,phone_number,address,city,postal_code,country,inn,passport_number,disease,chronic_condition,insurance_status,monthly_medical_expenses_usd,monthly_income_usd,monthly_expenses_usd,loan_amount_usd,loan_purpose,credit_score,education_level,employment_status,years_of_experience,family_size,number_of_children,marital_status,housing_status,industry
565,Amy,Clark,Female,1965-01-20,60,alexis32@hotmail.com,(109)439-4455,9448 Morris Cape Apt. 101,Ivanview,12713,Trinidad and Tobago,533811173295,853402841,Hypertension,Seasonal Allergy,Uninsured,653.97,13148.38,7875.84,18526.37,Home,836,Master's,Student,22,1,0,Single,Rent,IT
566,Benjamin,Lee,Male,1955-03-22,70,joshua43@gmail.com,801-491-3849x125,4467 Robert Mountain Apt. 195,Port Samanthaview,03742,Trinidad and Tobago,338116070468,401444052,Hypertension,Acid Reflux,Uninsured,1982.72,7929.26,4086.65,16628.7,Home,365,Master's,Employed,15,1,0,Widowed,Living with Family,Education
567,David,Hahn,Male,1971-03-23,54,fishersara@dixon-lopez.info,001-149-627-6965x32471,97909 Glover Unions Apt. 522,North Cody,15671,Trinidad and Tobago,393648144286,298276247,Diabetes,Seasonal Allergy,Uninsured,1901.19,7544.39,3258.5,2520.48,Personal,803,Bachelor's,Self-employed,15,2,1,Widowed,Mortgage,Education
568,Eric,Curtis,Male,1956-01-24,69,ccaldwell@gmail.com,001-174-063-5407x22372,175 Randall Fort Suite 318,Port Jeremiahfort,36355,Belarus,251306948631,960906304,None,Seasonal Allergy,Uninsured,1357.15,12107.08,10655.16,31653.44,Personal,418,Bachelor's,Unemployed,27,1,0,Divorced,Mortgage,Finance
569,Juan,Palmer,Male,2003-01-22,22,katelynmoses@pena-johnson.net,001-320-229-0485x6856,75420 Crawford Falls Apt. 387,New Erinfurt,42659,Saint Pierre and Miquelon,876287170183,169438976,Diabetes,None,Insured,1257.54,990.76,554.5,1526.87,Personal,469,Associate Degree,Employed,0,1,0,Single,Living with Family,IT
570,Ryan,Singleton,Male,1973-05-31,52,craigaustin@hotmail.com,+1-929-104-1512x59366,10226 Swanson Squares,Lake Robert,04840,Saint Pierre and Miquelon,303651770174,165640661,None,None,Partially Insured,755.81,16201.32,11628.81,52091.33,Medical,784,Bachelor's,Student,27,4,3,Divorced,Own,Healthcare
571,Jason,Singh,Male,1957-02-22,68,popedavid@gmail.com,(966)092-2761x194,452 Turner Camp Suite 553,West Whitneyhaven,68192,Saint Pierre and Miquelon,808259304273,482779340,Hypertension,Arthritis,Partially Insured,34.85,24641.52,19184.5,38333.84,Personal,387,Master's,Unemployed,44,2,1,Widowed,Rent,Government
572,Cole,Miller,Male,1963-09-11,62,eruiz@edwards.com,001-887-406-8764,28672 Cynthia Pass,Port Eileenshire,43165,Western Sahara,839243613415,487616435,Hypertension,Arthritis,Insured,1711.5,17999.4,8552.91,33627.7,Education,407,Bachelor's,Self-employed,44,2,1,Widowed,Living with Family,Transportation
573,Bobby,Juarez,Male,1983-07-07,42,davidtommy@perry.net,(226)918-6415x126,2416 Tommy Mall Apt. 648,North Mary,37280,Western Sahara,745679342659,814751601,Depression,None,Partially Insured,1308.59,7060.26,5168.98,28325.81,Business,813,Bachelor's,Employed,11,3,2,Single,Living with Family,IT
574,Jennifer,Mills,Female,1981-06-19,44,hector26@gmail.com,409.242.6382,1341 Nash Parkways Apt. 300,Lake Robert,96217,United Arab Emirates,719614189802,267084588,Diabetes,Arthritis,Insured,71.52,11242.69,9488.72,45770.29,Car,654,Bachelor's,Student,18,4,3,Widowed,Rent,Transportation
575,Jessica,Delgado,Female,1961-08-15,64,vadams@hotmail.com,(363)927-4883x5343,9599 Velazquez Greens Suite 781,Carterfort,08873,Western Sahara,483745651485,911878901,Hypertension,Arthritis,Uninsured,1224.82,16771.88,10011.87,68142.01,Home,724,PhD,Unemployed,28,1,0,Divorced,Living with Family,Finance
576,Sheila,Morse,Female,1994-03-19,31,blevinsmakayla@yahoo.com,001-683-733-6847x638,3404 Orr Isle,New Nicolasmouth,08361,Western Sahara,728502984022,598710332,None,Acid Reflux,Uninsured,1146.65,7015.82,4556.88,9385.21,Business,558,PhD,Student,10,2,0,Married,Rent,Hospitality
577,Michael,Marshall,Male,1959-03-29,66,tsanders@garcia.com,580-400-8563x722,814 Fernando Mission Apt. 676,Alexisstad,21310,Saint Pierre and Miquelon,320670293229,709975651,Hypertension,Arthritis,Partially Insured,443.63,18603.71,13273.15,17030.66,Business,332,Bachelor's,Student,41,4,3,Widowed,Rent,Government
578,Victor,Hill,Male,1995-01-28,30,msmith@manning.com,200-662-7820x9790,158 Brian Trail Suite 418,Lake Shelley,25948,Trinidad and Tobago,135733917134,402649640,None,Arthritis,Insured,70.67,3758.21,3039.81,12034.94,Medical,661,PhD,Unemployed,3,1,0,Widowed,Own,Finance
579,Angela,Flores,Female,1946-10-27,79,gutierrezapril@webb.com,001-836-789-2719x6689,34142 Crystal Gardens Suite 489,New Victor,25948,Belarus,129717424261,707401504,Hypertension,Seasonal Allergy,Insured,1828.27,10715.64,7424.31,51017.18,Business,639,Bachelor's,Employed,19,6,5,Single,Living with Family,Government
580,Cristina,Mckee,Female,1966-03-10,59,lorihamilton@bryant-mitchell.org,(059)221-6015x9672,70743 Garcia Station,Lake Andrewbury,73548,Trinidad and Tobago,149982649176,764040907,Hypertension,None,Partially Insured,756.53,26200.17,11435.99,123642.59,Business,518,PhD,Unemployed,39,4,3,Divorced,Living with Family,Government
581,Stephanie,Bowman,Female,1961-12-03,64,mitchellronnie@gmail.com,001-872-934-5202x568,328 Albert Lane Suite 332,Lake Cynthia,59816,United Arab Emirates,771971830645,447775994,Diabetes,Acid Reflux,Insured,306.97,10530.37,6759.68,22794.4,Education,561,Master's,Retired,17,6,5,Single,Living with Family,Hospitality
582,Jennifer,Lawrence,Female,1969-12-24,56,simpsonkrista@williams.com,+1-454-306-7293x0493,1679 Robinson Track,Markside,12672,Trinidad and Tobago,447006082415,175673515,Diabetes,None,Uninsured,853.37,4092.54,2308.02,7335.99,Personal,436,Master's,Unemployed,3,6,4,Married,Own,Government
583,Carly,Hopkins,Female,2004-05-28,21,wboone@patrick.com,+1-625-607-7929,810 Samuel Plain Suite 728,New Jake,81733,Trinidad and Tobago,852547581762,449080927,Hypertension,Acid Reflux,Insured,89.39,1648.25,1355.89,1503.52,Home,694,High School,Unemployed,2,1,0,Single,Rent,Hospitality
584,Debbie,Brooks,Female,2006-03-21,19,ramosbryan@gould.com,001-179-037-7006,98712 Matthew Neck,New Nancy,20237,United Arab Emirates,240768510703,382119626,Hypertension,Seasonal Allergy,Uninsured,1510.5,1265.98,1049.0,2067.0,Car,535,High School,Employed,1,1,0,Single,Rent,Retail
585,Elizabeth,Jensen,Female,1943-12-17,82,meganwatkins@ramirez.org,6317518976,0533 Kelly Skyway Suite 044,Juarezberg,43213,United Arab Emirates,198951863858,324401759,Depression,None,Uninsured,1324.75,31463.25,27575.8,24262.51,Business,716,PhD,Self-employed,58,1,0,Single,Mortgage,Healthcare
586,Steven,Thompson,Male,2005-04-21,20,jackbright@hotmail.com,393.948.0445x31165,08785 Hernandez Stravenue Apt. 367,East Devinburgh,15337,United Arab Emirates,444232871329,644016924,None,Seasonal Allergy,Uninsured,1786.12,1143.95,660.21,3522.75,Medical,431,High School,Student,0,1,0,Single,Mortgage,Construction
587,Katie,Wright,Female,1973-11-13,52,ialvarado@thomas.info,001-512-778-1273x6892,314 Madden Camp,Dominguezchester,77925,Belarus,452837255706,640130348,Diabetes,None,Partially Insured,491.76,2504.72,1361.5,11477.85,Medical,540,PhD,Unemployed,1,4,3,Widowed,Living with Family,None
588,Sharon,Martinez,Female,1974-02-20,51,mswanson@hotmail.com,(355)847-4018,1634 Allen View Apt. 517,Margaretport,75268,Western Sahara,830959120580,282750267,Hypertension,Seasonal Allergy,Uninsured,1197.54,8343.28,4205.78,27106.57,Business,540,PhD,Self-employed,12,2,1,Divorced,Mortgage,Government
589,Jordan,Bailey,Female,1989-09-26,36,flowersmichael@fox.com,+1-470-254-5745x249,690 Stephanie Camp,Lake Paulborough,35926,United Arab Emirates,854536403271,889025289,None,Arthritis,Insured,1277.65,1645.05,941.39,1789.5,Medical,743,Bachelor's,Employed,0,1,0,Single,Living with Family,Healthcare
590,Lori,Powers,Female,1977-03-21,48,iburns@hotmail.com,001-199-530-9813,2710 Ryan Island,East Michaelhaven,81348,Western Sahara,427054157395,718920051,Depression,Seasonal Allergy,Partially Insured,579.79,6488.5,4098.65,8257.06,Business,427,PhD,Unemployed,9,4,3,Single,Rent,None
591,Christopher,Davis,Male,1981-05-09,44,frank05@hendricks.org,+1-951-541-3609,6950 Rebecca Viaduct,South Alexandrafort,22475,Belarus,274681744909,344228616,None,Acid Reflux,Uninsured,1521.92,5421.94,2190.21,23255.28,Home,644,Bachelor's,Student,10,4,3,Widowed,Living with Family,Finance
592,Amanda,Anderson,Female,1990-12-28,35,yvettearcher@walters-shelton.biz,175-656-6532x3714,90569 Smith Way Suite 932,Andreafurt,51558,Belarus,361725137383,929305445,Diabetes,Acid Reflux,Insured,189.92,5552.8,4581.35,6473.8,Education,466,Master's,Self-employed,9,1,0,Widowed,Own,Transportation
593,Tony,Wilkinson,Male,1969-09-09,56,andersonsabrina@gmail.com,001-324-048-9586x86972,59006 Booker Mission,Robertport,18477,Western Sahara,810713658352,926287562,None,Acid Reflux,Partially Insured,42.9,12044.18,9558.53,23979.18,Medical,377,Master's,Student,18,1,0,Single,Rent,Education
594,Ellen,Johnson,Female,1959-01-21,66,audrey54@hotmail.com,4763622218,9260 Parker Plains Suite 409,Melissamouth,48058,United Arab Emirates,184187738437,660486515,Hypertension,None,Uninsured,879.09,11968.38,7115.26,4955.03,Education,590,Master's,Retired,18,4,3,Widowed,Living with Family,Transportation
595,Steven,Foster,Male,1968-09-29,57,carrollcurtis@boyle.org,+1-267-192-9013x285,8444 Joseph Court,North Rachelberg,00879,United Arab Emirates,627846045104,689557552,Diabetes,None,Uninsured,947.5,7130.21,5885.48,31727.68,Personal,470,Master's,Self-employed,10,4,3,Single,Living with Family,Transportation
596,Judy,Serrano,Female,1958-02-16,67,jason09@hotmail.com,001-378-138-9791x830,8092 Catherine Light Suite 951,East Erikmouth,96236,Saint Pierre and Miquelon,609216409586,497033442,Depression,Seasonal Allergy,Insured,1246.62,21809.89,16795.76,10148.4,Medical,466,Master's,Retired,41,5,4,Divorced,Own,Education
597,Denise,Young,Female,1956-01-17,69,jpowell@keller.net,998.612.2033,1790 Scott Mission,North Antonio,64071,United Arab Emirates,641904267818,692567486,None,Arthritis,Insured,1955.26,3863.44,2373.85,16033.92,Education,636,Bachelor's,Student,4,4,3,Single,Living with Family,None
598,Scott,Adams,Male,1984-10-24,41,michaelreynolds@yahoo.com,(646)378-8611,30935 Berry Meadows Suite 979,Peterville,55407,Saint Pierre and Miquelon,400130393001,635649682,Asthma,None,Uninsured,243.18,5277.95,2778.47,11834.75,Car,808,PhD,Employed,4,2,1,Divorced,Own,Finance
599,Sherri,Harper,Female,1962-01-24,63,lshields@olson.com,001-253-970-9161x408,23220 Brandon Station,South Daniellebury,68705,Western Sahara,272471520510,995187660,None,Acid Reflux,Partially Insured,1468.76,6565.87,3269.18,9462.43,Personal,847,Bachelor's,Unemployed,12,6,4,Married,Own,Healthcare
600,Michelle,Phillips,Female,1993-10-01,32,nancywarren@hotmail.com,0741181722,178 Mario Turnpike Apt. 231,Ianborough,08547,Trinidad and Tobago,292417199528,381501939,Asthma,Arthritis,Insured,87.44,4253.06,2904.16,14412.82,Business,806,PhD,Employed,3,1,0,Widowed,Own,Education
601,Kimberly,Miranda,Female,2001-02-05,24,karenjones@farley.net,399-460-8094,93944 James Street Apt. 190,Perezville,96217,Trinidad and Tobago,498485583010,642039720,Hypertension,Acid Reflux,Uninsured,235.4,1265.77,952.44,1332.92,Home,449,Associate Degree,Employed,1,1,0,Single,Own,Construction
602,Sandra,Beard,Female,1939-11-23,86,diamond50@hotmail.com,(187)215-4538,71473 Zachary Mall Suite 215,New Danielberg,33390,Western Sahara,630414826110,961123490,Diabetes,Seasonal Allergy,Insured,296.14,32152.88,18863.53,33560.03,Personal,490,Master's,Student,61,6,4,Married,Own,Finance
603,Christopher,Gutierrez,Male,1967-03-25,58,pmitchell@gonzalez.com,001-012-802-3365x5065,346 Raven Knolls Apt. 625,Daughertyborough,89743,United Arab Emirates,704584285644,474291451,Diabetes,Acid Reflux,Insured,1365.1,8192.74,5913.15,22802.18,Home,335,PhD,Student,11,3,2,Divorced,Mortgage,Healthcare
604,Elizabeth,Thompson,Female,1949-03-27,76,shermanrachael@gmail.com,001-492-978-7600x908,58836 Phillip Vista,Meganburgh,69169,United Arab Emirates,749576122672,746704741,Hypertension,Arthritis,Insured,299.05,25016.1,17944.23,120721.47,Medical,424,Bachelor's,Retired,45,3,2,Widowed,Living with Family,Transportation
605,Gary,Oconnor,Male,1999-03-16,26,charleshunter@nguyen-hernandez.com,001-148-336-8992x41665,34283 Emily Center,Lake Jasonville,05618,United Arab Emirates,809303931594,930462303,Diabetes,Arthritis,Partially Insured,737.51,4330.99,2456.15,11775.54,Medical,784,Master's,Retired,5,1,0,Divorced,Rent,Education
606,Lisa,Morrison,Female,1969-03-17,56,james56@norris.com,863-047-2287,810 Nguyen Hills,East Janehaven,53806,United Arab Emirates,627799650072,787979715,Hypertension,Seasonal Allergy,Insured,1277.28,7246.98,5763.16,28638.19,Business,778,Bachelor's,Unemployed,15,1,0,Widowed,Rent,Finance
607,Christopher,Pope,Male,1967-03-28,58,jeremylopez@yahoo.com,001-538-016-5563,373 Valerie Center,Thomasville,72448,Trinidad and Tobago,478653961732,486490286,Asthma,Arthritis,Partially Insured,201.05,14350.95,9589.79,65297.6,Car,441,PhD,Retired,17,1,0,Single,Own,Education
608,Melissa,Carter,Female,1977-06-12,48,lnelson@gmail.com,828-942-0619,874 Ross Roads Suite 564,Amberton,53637,Belarus,655989154174,559586457,Depression,None,Insured,120.3,14171.83,6991.57,69941.27,Personal,682,PhD,Self-employed,18,2,1,Single,Own,Transportation
609,Tiffany,Williams,Female,1963-02-24,62,sarahpeterson@yahoo.com,052-949-1130x7433,36048 Torres Gateway,Lake Brian,21310,Belarus,910590818480,702423385,Depression,Acid Reflux,Partially Insured,786.23,14107.63,7562.99,67492.93,Education,308,Master's,Self-employed,24,5,3,Married,Living with Family,None
610,Vincent,Roberts,Male,1980-05-09,45,lisahernandez@hotmail.com,625-072-0691,259 Stephanie Port Suite 518,Lake Richardhaven,97647,Belarus,251066677483,680740392,Depression,Seasonal Allergy,Insured,210.08,12285.52,10619.55,41304.76,Business,683,Master's,Unemployed,16,1,0,Single,Rent,Education
611,Holly,Moore,Female,2004-07-21,21,grantgregory@torres-alexander.com,453-241-4046,385 Wilson Ports,Jasonhaven,72186,Western Sahara,414451854989,256229739,None,Acid Reflux,Uninsured,1296.81,1295.57,829.21,5039.7,Car,482,High School,Retired,2,1,0,Single,Own,Government
612,James,Lopez,Male,1968-12-24,57,tamaramassey@travis.com,4835528519,53869 Corey Road Suite 747,Lake Aaronborough,37443,Western Sahara,585559347564,515274505,Asthma,Seasonal Allergy,Partially Insured,1095.84,18788.39,14972.17,15920.98,Home,795,Bachelor's,Student,38,1,0,Single,Own,IT
613,James,Schmidt,Male,1977-04-06,48,williamsdennis@brown.com,723.491.8753x035,11244 Raymond Harbor Suite 394,Bryanmouth,33390,Trinidad and Tobago,188289836709,957085878,Asthma,Seasonal Allergy,Partially Insured,1424.35,10156.8,4975.83,30321.03,Personal,833,PhD,Self-employed,11,5,4,Widowed,Living with Family,Construction
614,Linda,Conrad,Female,1955-09-14,70,woodkevin@bowman.com,651.243.3696,3719 Jimenez Freeway Suite 071,Christineview,35926,United Arab Emirates,802403596877,529450832,Hypertension,Acid Reflux,Insured,1282.67,18250.11,13447.46,33338.5,Business,726,Master's,Retired,35,1,0,Divorced,Living with Family,Transportation
615,Pamela,Evans,Female,1947-04-01,78,benjamin34@carlson-williams.com,1121608470,6572 Anthony Key Apt. 740,Gailfurt,70758,Western Sahara,183569050081,323035262,Hypertension,Arthritis,Insured,1926.47,9575.24,8399.75,34208.84,Business,644,PhD,Employed,11,6,5,Divorced,Rent,Healthcare
616,Anthony,Melendez,Male,1939-12-21,86,wallacewilliam@jones.net,4415209360,7176 Heather Stravenue Suite 007,Downshaven,12713,Belarus,501920574361,762017916,Hypertension,Acid Reflux,Insured,31.21,16072.43,12296.26,26287.88,Car,427,Bachelor's,Unemployed,34,5,4,Single,Living with Family,Education
617,Donald,Buchanan,Male,2002-06-21,23,grobinson@blevins.biz,+1-621-113-1346x09558,565 Derek Square,Bennettmouth,68192,Trinidad and Tobago,614116703958,966277928,Depression,Acid Reflux,Partially Insured,1427.26,3632.48,2538.2,5927.44,Education,634,Bachelor's,Student,4,1,0,Single,Living with Family,Education
618,Heidi,Padilla,Female,2006-11-09,19,heidi03@hotmail.com,026.617.6000x99525,99471 Callahan Creek Suite 293,South Jacqueline,75268,United Arab Emirates,499951542041,338107621,Asthma,Arthritis,Uninsured,479.35,1495.83,686.13,1322.53,Medical,461,High School,Retired,1,1,0,Single,Own,Construction
619,Steven,Weaver,Male,1996-12-30,29,huntbrian@osborne-moody.com,820.103.5037,265 Mitchell Ridge Suite 023,West Ronaldville,84187,Trinidad and Tobago,276693209039,310390997,Hypertension,Seasonal Allergy,Insured,1799.17,6019.47,5334.02,26732.95,Business,569,Master's,Student,10,2,0,Married,Own,Healthcare
620,Kenneth,Ramsey,Male,1970-12-28,55,hansonstephen@ball-merritt.biz,(123)023-2039x959,11021 David Orchard Apt. 881,New Michele,84830,Trinidad and Tobago,787156524473,736803306,Hypertension,Seasonal Allergy,Partially Insured,656.66,19044.23,13085.59,52204.63,Medical,408,PhD,Student,35,5,3,Married,Mortgage,Finance
621,Cristina,Hernandez,Female,1993-07-26,32,uyoung@braun-compton.com,456.529.9620x81875,0032 Ricky Burgs Apt. 901,Lake Erica,43165,Belarus,402895211229,430658085,Hypertension,Seasonal Allergy,Insured,1350.89,2222.2,1856.86,9405.12,Home,653,Bachelor's,Unemployed,1,1,0,Widowed,Rent,Finance
622,James,Patel,Male,1978-04-25,47,marcomonroe@yahoo.com,079-854-7228x0920,503 Jones Junctions Suite 985,Jimenezport,64071,Saint Pierre and Miquelon,927086954968,618364289,Diabetes,Acid Reflux,Insured,1359.31,16322.42,7487.65,37056.09,Car,448,PhD,Unemployed,24,3,1,Married,Own,Finance
623,David,Crane,Male,2002-12-23,23,jamesjames@rojas-sanders.com,713-180-9299x427,36977 Breanna Points Apt. 125,Stevenfort,76806,United Arab Emirates,588881985798,950744603,Diabetes,Acid Reflux,Insured,1984.4,1281.37,855.51,1967.0,Education,665,Associate Degree,Student,0,1,0,Single,Living with Family,Transportation
624,Leah,Sullivan,Female,1955-04-19,70,carpenterjessica@aguilar-lewis.com,(118)482-8893x8389,09148 Sarah Trace,Lake Chadland,01288,Belarus,395759698367,927739296,Hypertension,Seasonal Allergy,Uninsured,873.96,4839.18,2075.99,15911.18,Home,429,Bachelor's,Self-employed,9,2,1,Widowed,Rent,Education
625,Julie,Foster,Female,1954-01-12,71,joseph56@turner-nelson.com,001-688-341-2309x944,409 Carey Mills Suite 439,Port Jordanland,09980,Trinidad and Tobago,906503081698,738466353,Hypertension,Seasonal Allergy,Insured,402.56,17421.32,11029.87,86625.78,Personal,665,Bachelor's,Employed,29,3,2,Single,Rent,Education
626,Jessica,West,Female,1936-08-31,89,brownjoseph@frazier-warren.com,+1-378-119-9648x1893,549 Salazar Drive,Robinchester,01548,Saint Pierre and Miquelon,550058992321,805623153,None,Arthritis,Uninsured,1462.38,30721.01,21467.61,90807.12,Personal,567,PhD,Student,57,4,3,Divorced,Rent,Finance
627,Laura,Wilson,Female,1972-07-08,53,michaelryan@gmail.com,(797)439-8560x30983,87412 Stephens Point Apt. 897,West James,01806,Western Sahara,457149706560,700477956,Hypertension,Arthritis,Insured,1671.98,4526.86,3172.2,2770.56,Car,741,Bachelor's,Employed,6,7,5,Married,Rent,Transportation
628,Thomas,Werner,Male,1941-03-25,84,ygalvan@baldwin-rojas.com,317.592.5428x73367,07363 Christian Camp Suite 658,South Malikside,81733,United Arab Emirates,668687220201,227470405,Diabetes,Seasonal Allergy,Insured,1536.18,26775.44,19583.34,36619.02,Business,743,Bachelor's,Student,52,2,1,Divorced,Mortgage,Healthcare
629,Mark,Holt,Male,1998-12-21,27,melendezmonica@murray.com,506.797.3139x9552,944 Beth Bypass Apt. 953,Nielsenview,43122,Trinidad and Tobago,546640835163,532732503,Asthma,Arthritis,Insured,1235.76,2591.17,1445.81,10392.35,Business,595,Associate Degree,Employed,3,1,0,Widowed,Own,Transportation
630,Sierra,Bowen,Female,1943-06-01,82,smithraven@porter.com,7763569750,65300 Smith Ports,West Laurie,47295,Western Sahara,580873206412,885297621,Depression,Acid Reflux,Uninsured,1424.51,18558.98,10467.69,64692.41,Education,702,Bachelor's,Unemployed,35,1,0,Widowed,Mortgage,Construction
